 平成２２年４月１日から平成２３年３月３１日までの分 ,,,,,,,,,,,,
 入札日 , 執行課名 , 事業担当課名 ,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格, 最低制限価格若しくは調査基準価格 , 落札価格 ,応札業者数,入札形式
20101109,有田建設部,道路建設課,吉備金屋線道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,明王寺　　　　　　　,地内　　　　　　　　,（有）天長造園　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 12,231,450 "," 10,511,116 "," 10,511,550 ",21,一般競争入札
20101109,有田建設部,道路建設課,吉備金屋線道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,垣倉　　　　　　　　,地内　　　　　　　　,瑞雄建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,156,950 "," 3,529,811 "," 3,533,460 ",19,一般競争入札
20101109,有田建設部,道路保全課,国道４２４号外交通安全施設等整備調査業務　　　　　　　　　　　　　　　　　　　　,有田振興局建設部　　,　　　　　　　　　　,管内一円　　　　　　,（株）キワコンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,045,000 "," 2,288,840 "," 2,298,975 ",15,一般競争入札
20101109,有田建設部,道路保全課,国道４２４号外交通安全施設等整備調査業務　　　　　　　　　　　　　　　　　　　　,有田振興局建設部　　,　　　　　　　　　　,管内一円　　　　　　,（有）植田測量事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,247,000 "," 1,679,031 "," 1,963,500 ",9,一般競争入札
20101109,有田建設部,道路保全課,国道４２４号社会資本整備交付金交通安全外合併工事　　　　　　　　　　　　　　　　,有田郡　有田川町　　,金屋　　　　　　　　,地内　　　　　　　　,（株）畑中産業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 15,731,100 "," 13,314,640 "," 13,322,925 ",13,一般競争入札
20101109,有田建設部,道路保全課,国道４２４号外地方道路交付金外合併工事　　　　　　　　　　　　　　　　　　　　　,有田振興局建設部　　,　　　　　　　　　　,管内一円　　　　　　,向江組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 20,050,800 "," 16,991,112 "," 17,009,179 ",25,一般競争入札
20101109,有田建設部,道路保全課,国道４８０号（菖蒲橋・脇浦橋）橋梁補修外合併工事　　　　　　　　　　　　　　　　,有田郡　有田川町　　,楠本　　　　　　　　,地内　　　　　　　　,（有）前芝塗装工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,433,750 "," 4,523,856 "," 4,525,680 ",7,一般競争入札
20101109,有田建設部,河川課,有田川河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田市　　　　　　　,糸我町　中番　　　　,地内　　　　　　　　,古川工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,293,150 "," 8,723,673 "," 8,729,700 ",18,一般競争入札
20101109,有田建設部,河川課,お仙谷川堤防改修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田市　　　　　　　,糸我町　西　　　　　,地内　　　　　　　　,大展建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,989,600 "," 4,216,779 "," 4,234,335 ",11,一般競争入札
20101109,有田建設部,河川課,広川河川災害復旧工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　広川町　　　,名島　　　　　　　　,地内　　　　　　　　,（株）松原造園土木　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 26,815,950 "," 22,833,726 "," 22,929,900 ",14,一般競争入札
20101109,日高建設部,道路建設課,御坊由良線　小規模改良　測量設計業務　　　　　　　　　　　　　　　　　　　　　　,日高郡　由良町　　　,大引　　　　　　　　,地内　　　　　　　　,（株）赤坂測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,743,500 "," 4,299,183 "," 4,301,259 ",9,一般競争入札
20101109,日高建設部,道路建設課,国道４２５号　道路改良　工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,上洞　　　　　　　　,地内　　　　　　　　,（有）豊栄　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,941,700 "," 3,357,086 "," 3,358,110 ",12,一般競争入札
20101109,日高建設部,道路建設課,御坊美山線　道路改良（外）　合併工事　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,船津　　　　　　　　,地内　　　　　　　　,（株）清水　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 76,222,650 "," 65,921,924 "," 66,055,500 ",21,一般競争入札（総合評価）
20101109,日高建設部,道路建設課,御坊中津線　半島振興道路整備　工事　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大又　　　　　　　　,地内　　　　　　　　,（株）清水　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 43,440,600 "," 37,552,205 "," 37,726,500 ",12,一般競争入札（総合評価）
20101109,日高建設部,道路保全課,国道４２４号　舗装補修　工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,気佐藤　　　　　　　,地内　　　　　　　　,木下建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 11,319,000 "," 9,442,587 "," 9,451,050 ",14,一般競争入札
20101109,日高建設部,道路保全課,御坊湯浅線（外）　道路維持修繕　工事　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高町　　　,一円　　　　　　　　,地内　　　　　　　　,中野建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,493,600 "," 4,789,779 "," 4,791,150 ",17,一般競争入札
20101109,日高建設部,道路保全課,御坊美山線（外）　道路維持修繕　工事　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,一円　　　　　　　　,地内　　　　　　　　,内原農園　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,842,300 "," 9,438,067 "," 9,457,350 ",16,一般競争入札
20101109,日高建設部,道路保全課,国道４２５号（外）　道路維持修繕　工事　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,一円　　　　　　　　,地内　　　　　　　　,（株）平野建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,746,650 "," 5,009,724 "," 5,028,450 ",3,一般競争入札
20101109,日高建設部,道路保全課,御坊由良線（塩崎橋（外）２橋）　橋りょう補修　工事　　　　　　　　　　　　　　　,日高郡　美浜町　　　,和田　　　　　　　　,地内　　　　　　　　,（株）溝畑組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 24,531,150 "," 20,761,129 "," 22,813,350 ",7,一般競争入札
20101109,日高建設部,河川課,日高川　広域河川改修　設計業務　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,若野　　　　　　　　,地内　　　　　　　　,（株）日進コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,801,000 "," 2,977,657 "," 3,412,500 ",6,一般競争入札
