入札日,執行課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,指名業者数,入札形式
,東牟婁新宮建設部,那智山勝浦線外地方道路交付金外合併工事,東牟婁郡　那智勝浦町,井関外,地内,森岡電設,"1,422,750",0,"1,071,000",16,指名競争入札
,東牟婁新宮建設部,那智勝浦熊野川線（小口トンネル）道路災害防除工事,新宮市,熊野川町小口,地内,三洋建設（株）,"3,875,550","2,631,300","3,675,000",11,指名競争入札
,東牟婁新宮建設部,長谷川通常砂防工事,東牟婁郡　那智勝浦町,井関,地内,杉浦組,"13,788,600","10,224,900","13,492,500",15,指名競争入札
,東牟婁新宮建設部,桜谷川砂防事業全体計画策定業務,新宮市,熊野川町宮井,地内,日本建設コンサルタント（株）大阪支社,"1,984,500",0,"1,785,000",12,指名競争入札
,東牟婁新宮建設部,浦神地区急傾斜地擁壁避難路設置外合併工事,東牟婁郡　那智勝浦町,浦神,地内,（有）都建設,"1,585,500",0,"1,554,000",11,指名競争入札
,東牟婁新宮建設部,勝浦漁港にぎわい広場調査業務,東牟婁郡　那智勝浦町,築地,地先,（株）東光コンサルタンツ和歌山営業所,"1,186,500",0,"1,050,000",10,指名競争入札
,東牟婁新宮建設部,湯川川河川災害復旧工事,東牟婁郡　那智勝浦町,湯川,地内,（株）木下産業,"1,037,400",0,"1,008,000",17,指名競争入札
,東牟婁新宮建設部,中里川河川災害復旧工事,東牟婁郡　那智勝浦町,中里,地内,太田建設,"2,184,000",0,"2,131,500",17,指名競争入札
,東牟婁新宮建設部,市田川河川修繕工事,新宮市,五新,地内,（株）伊藤組,"14,371,350","9,956,100","9,956,100",14,指名競争入札
,東牟婁新宮建設部,高田川河川修繕工事,新宮市,高田,地内,（株）大江工務店,"1,771,350",0,"1,701,000",10,指名競争入札
,東牟婁新宮建設部,中里川河川災害復旧工事,東牟婁郡　那智勝浦町,中里,地内,太田建設,"2,184,000",0,"2,131,500",17,指名競争入札
20060111,公共建築課,和歌山競輪場改修工事,和歌山市,五筋目,地内,（株）松下工務店,"14,983,500","12,625,200","12,625,200",16,指名競争入札
,公共建築課,和歌山競輪場改修電気設備工事,和歌山市,五筋目,地内,和坂電気工業所,"2,809,800","2,226,000","2,465,400",14,指名競争入札
,道路政策課,熊野川下流地域幹線道路網調査業務,新宮市,外１町１村,地内,（株）オリエンタルコンサルタンツ和歌山事務所,"5,880,000",0,"5,460,000",11,指名競争入札
,道路政策課,平成１７年度美里龍神線調査業務,田辺市,外３町,地内,日本技術開発（株）大阪支社,"2,898,000",0,"2,730,000",10,指名競争入札
,海草建設部,亀の川総合流域防災外合併工事,海南市,多田,地内,（株）東峰建設,"8,579,550",0,"8,326,500",16,指名競争入札
,海草建設部,山畑２期地区農免農道舗装工事,海草郡　紀美野町,動木,地内,三笠建設（株）,"7,654,500","5,720,400","5,720,400",16,指名競争入札
,西牟婁建設部,田辺中学校新設整備電気設備工事,田辺市,学園,地内,（有）木村電気商会,"3,577,350","2,766,750","3,402,000",13,指名競争入札
,西牟婁建設部,県営住宅岡団地水道メーター取替工事,西牟婁郡　上富田町,岡,地内,（株）栗田設備,"1,136,100",0,"829,500",15,指名競争入札
,西牟婁建設部,朝来帰川河川災害復旧外合併工事,西牟婁郡　白浜町,椿,地内,重津建設,"1,932,000",0,"1,449,000",15,指名競争入札
,西牟婁建設部,城川河川災害復旧工事,西牟婁郡　日置川町,小川,地内,尾﨑建設,"1,176,000",0,"1,102,500",15,指名競争入札
,西牟婁建設部,安久川河川災害復旧工事,西牟婁郡　白浜町,堅田,地内,（有）福田組,"1,140,300",0,"1,102,500",15,指名競争入札
,西牟婁建設部,国道４２５号（福井橋）橋りよう塗装外合併工事,田辺市,龍神村福井,地内,シオジ塗装,"5,384,400","3,747,450","5,145,000",14,指名競争入札
,西牟婁建設部,国道３１１号舗装補修外合併工事,西牟婁郡　上富田町,岩田,外地内,（株）清本組,"3,467,100","2,418,150","3,360,000",10,指名競争入札
,西牟婁建設部,国道３１１号道路災害防除工事,田辺市,鮎川,地内,（株）宮脇組,"27,911,100","19,552,050","27,300,000",15,指名競争入札
,西牟婁建設部,国道４２５号道路改築事業認定申請図書作成業務,田辺市,龍神村福井,地内,（株）産業工学研究所和歌山営業所,"8,652,000",0,"8,190,000",15,指名競争入札
,西牟婁建設部,市鹿野鮎川線半島振興道路整備工事,田辺市,,赤木地内,青木組,"69,944,700","52,193,400","68,250,000",15,指名競争入札
,西牟婁建設部,白浜久木線小規模道路改良測量設計業務,西牟婁郡　白浜町,庄川,地内,（株）中央測量,"3,937,500",0,"3,727,500",16,指名競争入札
,西牟婁建設部,右会津川河川災害復旧外合併工事,田辺市,秋津川,地内,（株）栗山組,"1,287,300",0,"1,260,000",15,指名競争入札
,西牟婁建設部,谷川河川修繕工事,田辺市,秋津川,地内,出口土木,"1,651,650",0,"1,617,000",15,指名競争入札
,西牟婁建設部,谷川河川災害復旧工事,田辺市,秋津川,地内,出口土木,"1,651,650",0,"1,617,000",15,指名競争入札
,西牟婁建設部,城川河川災害復旧工事,西牟婁郡　日置川町,小川,地内,尾﨑建設,"648,900",0,"630,000",15,指名競争入札
,西牟婁建設部,汗川河川修繕工事,西牟婁郡　上富田町,市ノ瀬,地内,（株）タイセイ,"3,032,400","2,081,100","2,971,500",15,指名競争入札
,西牟婁建設部,富田川河川修繕工事,西牟婁郡　白浜町,中,地内,（株）城戸建設,"783,300",0,"735,000",15,指名競争入札
,西牟婁建設部,田辺中学校新設整備建築工事,田辺市,学園,地内,（株）大木建設,"13,393,800","11,064,900","11,064,900",21,指名競争入札
,西牟婁建設部,田辺中学校新設整備機械設備工事,田辺市,学園,地内,紀州浄化興業所,"2,473,800",0,"2,415,000",11,指名競争入札
,東牟婁串本建設部,樫野地区　外　砂防修繕　工事,東牟婁郡　串本町,樫野　外,地内,（有）三明建設,"2,878,050","1,950,900","1,950,900",12,指名競争入札
20060106,伊都建設部,国道３７１号外　測量業務,伊都郡　高野町,平原,外地内,（有）谷口測量設計,"1,764,000",0,"1,659,000",15,指名競争入札
,伊都建設部,国道３７０号外　舗装補修工事,橋本市,学文路,外地内,（株）窪田建設,"7,976,850","5,539,800","7,770,000",8,指名競争入札
,伊都建設部,国道３７１号　交通安全施設等整備工事,伊都郡　高野町,高野山,地内,（株）別府組,"15,362,550","10,584,000","15,015,000",15,指名競争入札
,伊都建設部,和歌山橋本線　道路改良工事,伊都郡　かつらぎ町,山崎,外地内,（株）杖村舗装建設,"9,362,850","6,773,550","9,166,500",9,指名競争入札
,伊都建設部,国道３７１号　交通安全施設等整備工事,伊都郡　高野町,高野山,地内,（株）別府組,"15,362,550","10,584,000","15,015,000",15,指名競争入札
,伊都建設部,国道３７１号　道路改築工事,橋本市,小原田,～清水地内,山路ライン（株）,"12,161,100","9,022,650","9,022,650",11,指名競争入札
,有田建設部,有田川堤防改修外合併工事,有田郡　有田川町,徳田,地内,田中組,"10,113,600","7,111,650","9,702,000",15,指名競争入札
,有田建設部,二川ダム管理年報作成（外）合併業務,有田郡　有田川町,二川,地内,（株）石井コンサルタント,"2,982,000",0,"2,824,500",14,指名競争入札
,有田建設部,吉備金屋線地方特定道路整備工事,有田郡　有田川町,下津野,外地内,浅井組,"7,238,700","5,496,750","6,982,500",17,指名競争入札
,有田建設部,御坊湯浅線半島振興道路整備工事,有田郡　広川町,唐尾,外地内,（株）栗川組,"3,432,450","2,503,200","3,339,000",16,指名競争入札
,有田建設部,国道４２４号道路改築工事,有田郡　有田川町,修理川,地内,（株）ピーエス三菱和歌山営業所,"19,570,950","15,540,000","17,850,000",12,指名競争入札
,有田建設部,国道４８０号小規模道路改良工事,有田市,宮原町　須谷,外地内,小笠原電気（株）,"1,095,150",0,"1,039,500",11,指名競争入札
,有田建設部,和歌浦漁港維持管理工事,和歌山市,和歌浦,地先,第一電機設備工業（株）,"1,227,450",0,"1,092,000",16,指名競争入札
,有田建設部,広川堤防改修測量設計業務,有田郡　広川町,名島,地内,和都技建,"661,500",0,"619,500",14,指名競争入札
,有田建設部,国道４８０号道路災害復旧工事,有田郡　有田川町,押手,地内,瀬谷組,"16,514,400","12,153,750","16,012,500",13,指名競争入札
20060105,砂防課,雨量局等管理台帳整備業務,和歌山市,小松原通１丁目,地内,日本工営（株）和歌山営業所,"5,761,350",0,"5,355,000",15,指名競争入札
,東牟婁串本建設部,すさみ海岸　離岸堤　災害復旧　工事,西牟婁郡　すさみ町,江須之川,地先,（株）田所建設,"78,820,350","61,051,200","76,650,000",7,指名競争入札
20051228,和歌山下津港湾事務所,和歌山下津港　港湾海岸高潮対策（津波緊急）　工事,海南市,下津町　方,地先,（株）淺川組,"59,299,800","46,013,100","57,645,000",18,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾海岸高潮対策　工事,海南市,下津町方,地内,高田機工（株）和歌山営業所,"11,669,700","9,335,760","10,500,000",10,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾海岸高潮対策（津波緊急）　工事,海南市,下津町方,地内,高田機工（株）和歌山営業所,"11,669,700","9,335,760","10,500,000",10,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾修繕　工事,和歌山市,湊,地内,伸和工建設（株）,"1,126,650",0,"787,500",19,指名競争入札
20051227,公共建築課,由良あかつき園重度棟耐震診断業務,日高郡　由良町,吹井,地内,（有）日下建築設計事務所,"1,372,350",0,"1,291,500",10,指名競争入札
,公共建築課,県営今福第二団地建替（Ⅰ期）実施設計委託業務,和歌山市,今福３丁目,地内,アイ建築設計（株）,"16,815,750",0,"15,750,000",10,指名競争入札
,公共建築課,就農支援センター内装改修工事,御坊市,塩屋町　南塩屋,地内,（株）矢口土木,"3,475,500","2,818,200","3,411,450",15,指名競争入札
,公共建築課,ポリテクセンター日高フェンス新設他工事,日高郡　日高町,荊木,地内,タナカ技研（株）,"2,518,950","2,089,500","2,089,500",16,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾修繕　工事,和歌山市,湊　外,地内,伸和工建設（株）,"1,087,800",0,"714,000",10,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾改良調査　業務,海南市,下津町　下津,地先,和建技術（株）,"1,008,000",0,"945,000",6,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾海岸高潮対策　工事,海南市,下津町方,地内,（株）宮尾組,"6,365,100","5,267,850","5,974,500",16,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　海岸修繕　工事,海南市,下津町　方,地内,山崎組・佳和建設経常建設共同企業体,"5,979,750","4,628,400","5,733,000",16,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾海岸補修　工事,海南市,下津町　新田,地内,吉福鉄工（株）,"7,448,700","5,958,960","6,909,000",9,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾海岸補修　工事,海南市,下津町　西ノ浦,地内,吉福鉄工（株）,"9,349,200","7,479,360","8,694,000",9,指名競争入札
,海草建設部,貴志川外河川修繕外合併調査測量設計業務,海草郡　紀美野町,毛原宮,地内,川崎地質（株）和歌山事務所,"14,322,000",0,"9,240,000",15,指名競争入札
,海草建設部,国道３７０号道路改築調査設計業務,海草郡　紀美野町,樋下,地内,（株）橋梁コンサルタント大阪支社,"17,031,000",0,"16,170,000",15,指名競争入札
,海草建設部,国道３７０号道路改築橋梁詳細設計業務,海草郡　美里町,毛原宮,地内,（株）シーエスエス和歌山事務所,"11,004,000",0,"10,290,000",11,指名競争入札
,海草建設部,国道３７０号道路改築工事,海草郡　紀美野町,福田,地内,芝滝建設,"14,563,500","11,265,450","14,101,500",16,指名競争入札
,海草建設部,日方大野中藤白線街路整備工事,海南市,日方,外地内,（有）恒久建設,"2,483,250",0,"2,362,500",17,指名競争入札
,海草建設部,興地区地すべり対策工事,海南市,下津町興,地内,（有）前北工務店,"3,856,650","2,774,100","3,706,500",17,指名競争入札
,海草建設部,奥佐々阪井線半島振興道路整備工事,海草郡　紀美野町,下佐々,地内,杉野組,"17,172,750","13,047,300","16,380,000",17,指名競争入札
