 平成２１年４月１日から平成２２年３月３１日までの分 ,,,,,,,,,,,,,,,,
 入札日 , 執行課名 , 事業担当課名 ,工事名, 工事場所１市区町村 , 工事場所１地名１ , 工事場所１地名２ ,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,応札業者数,入札形式,,,,
20100115,日高建設部,河川課,日高川　総合流域防災調査　業務　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,野口（外）　　　　　,地内　　　　　　　　,（株）河田有紀地質基礎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,560,000 "," 5,434,884 "," 5,434,884 ",14,条件付一般競争入札,,,,
20100115,日高建設部,河川課,日高川　総合流域防災　設計業務　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,野口（外）　　　　　,地内　　　　　　　　,川崎地質（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 16,768,500 "," 12,230,943 "," 12,242,681 ",17,条件付一般競争入札,,,,
20100115,日高建設部,河川課,南出川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高町　　　,産湯　　　　　　　　,地内　　　　　　　　,津村組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,446,600 "," 6,221,476 "," 6,671,700 ",2,条件付一般競争入札,,,,
20100115,日高建設部,砂防課,菖蒲谷川　通常砂防　設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　由良町　　　,門前　　　　　　　　,地内　　　　　　　　,（株）日進コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,110,500 "," 1,529,057 "," 2,100,000 ",3,条件付一般競争入札,,,,
20100115,日高建設部,港湾整備課,日高港　港湾調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　美浜町　　　,浜ノ瀬（外）　　　　,地先　　　　　　　　,（株）ニュージェック和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,732,500 "," 1,228,515 "," 1,280,664 ",2,条件付一般競争入札,,,,
20100115,東牟婁串本建設部,道路建設課,那智勝浦古座川線地方特定道路整備外合併工事　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,小川　　　　　　　　,地内　　　　　　　　,見瀬組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 24,556,350 "," 20,814,509 "," 20,917,050 ",5,条件付一般競争入札,,,,
20100115,東牟婁串本建設部,道路保全課,樫野串本線（苗我島ループ橋）橋りょう長命化対策調査設計業務　　　　　　　　　　　,東牟婁郡　串本町　　,大島　　　　　　　　,地内　　　　　　　　,（株）橋梁コンサルタント関西支社　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,620,000 "," 3,240,468 "," 3,440,850 ",2,条件付一般競争入札,,,,
20100115,東牟婁串本建設部,道路保全課,樫野串本線道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　串本町　　,樫野～大島　　　　　,地内　　　　　　　　,（株）キンキ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,622,750 "," 4,615,241 "," 4,627,350 ",13,条件付一般競争入札,,,,
20100115,東牟婁串本建設部,河川課,七川ダム公共えん堤改良（ダム管理用操作制御処理設備更新）工事　　　　　　　　　　,東牟婁郡　古座川町　,佐田　　　　　　　　,地内　　　　　　　　,パナソニックシステムソリューションズジャパン（株）関西社　　　　　　　　　　　　　　　　　　　　　　," 175,116,900 "," 143,606,480 "," 120,750,000 ",3,条件付一般競争入札（総合評価）,,,,
20100115,東牟婁串本建設部,河川課,七川ダム公共えん堤改良（テレメータ・放流警報設備更新）工事　　　　　　　　　　　,東牟婁郡　古座川町　,佐田外　　　　　　　,地内　　　　　　　　,（株）サイバーリンクス　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 208,327,350 "," 171,684,034 "," 144,900,000 ",2,条件付一般競争入札（総合評価）,,,,
20100115,東牟婁新宮建設部,道路建設課,那智勝浦本宮線半島振興道路整備工事　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,大野　　　　　　　　,地内　　　　　　　　,（有）小阪組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,383,200 "," 7,029,405 "," 7,539,000 ",13,条件付一般競争入札,,,,
20100115,東牟婁新宮建設部,河川課,那智川外河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,川関外　　　　　　　,地内　　　　　　　　,（有）三建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,807,800 "," 6,866,227 "," 6,878,550 ",17,条件付一般競争入札,,,,
20100115,東牟婁新宮建設部,河川課,小匠川河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,小匠　　　　　　　　,地内　　　　　　　　,三浦建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,011,650 "," 4,229,425 "," 4,230,450 ",11,条件付一般競争入札,,,,
20100115,東牟婁新宮建設部,河川課,太田川外河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,南大居外　　　　　　,地内　　　　　　　　,（有）三建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,537,300 "," 5,461,416 "," 5,475,750 ",16,条件付一般競争入札,,,,
20100115,東牟婁新宮建設部,港湾整備課,那智勝浦海岸海岸堤防等老朽化対策緊急調査業務　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,下里　　　　　　　　,地内　　　　　　　　,応用地質（株）和歌山支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,872,500 "," 6,297,700 "," 6,384,651 ",8,条件付一般競争入札,,,,
20100114,公共建築課,建築住宅課,県営千旦団地１・２号棟屋上防水改修工事　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,井ノ口　　　　　　　,地内　　　　　　　　,（有）西庄西本建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,802,800 "," 8,770,923 "," 8,783,355 ",20,条件付一般競争入札,,,,
20100114,公共建築課,建築住宅課,県営千旦団地１・２号棟外壁改修工事　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,井ノ口　　　　　　　,地内　　　　　　　　,亀井看板塗装　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 18,180,750 "," 16,313,707 "," 16,363,200 ",23,条件付一般競争入札,,,,
20100114,公共建築課,建築住宅課,県営千旦団地７・８・９号棟外壁改修工事　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,井ノ口　　　　　　　,地内　　　　　　　　,マンガ塗装店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 26,935,650 "," 24,169,358 "," 24,780,000 ",24,条件付一般競争入札,,,,
20100114,公共建築課,建築住宅課,県営千旦団地７・８・９号棟屋上防水改修工事　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,井ノ口　　　　　　　,地内　　　　　　　　,（有）西庄西本建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 14,785,050 "," 13,206,684 "," 13,247,430 ",20,条件付一般競争入札,,,,
20100114,公共建築課,公共建築課,那賀高校管理・特別教室棟耐震補強（１期）工事　　　　　　　　　　　　　　　　　　,岩出市　　　　　　　,高塚　　　　　　　　,地内　　　　　　　　,山田建装企画事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 21,304,500 "," 18,809,475 "," 18,853,800 ",13,条件付一般競争入札,,,,
20100114,海草建設部,道路建設課,西脇山口線（園部・六十谷）道路改良工事　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,六十谷　　　　　　　,地内　　　　　　　　,武内電気（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,988,950 "," 3,453,878 "," 3,661,350 ",4,条件付一般競争入札,,,,
